,level,left,top,organ
"16,75,52",16,75,52,11_uterine_cervix
"16,75,53",16,75,53,11_uterine_cervix
"16,75,54",16,75,54,11_uterine_cervix
"16,75,55",16,75,55,11_uterine_cervix
"16,75,56",16,75,56,11_uterine_cervix
"16,75,57",16,75,57,11_uterine_cervix
"16,75,75",16,75,75,18_liver
"16,75,76",16,75,76,18_liver
"16,75,77",16,75,77,18_liver
"16,75,78",16,75,78,18_liver
"16,75,79",16,75,79,18_liver
"16,75,80",16,75,80,18_liver
"16,75,81",16,75,81,18_liver
"16,75,82",16,75,82,18_liver
"16,75,83",16,75,83,18_liver
"16,75,84",16,75,84,18_liver
"16,75,85",16,75,85,18_liver
"16,75,86",16,75,86,18_liver
"16,75,87",16,75,87,18_liver
"16,75,88",16,75,88,18_liver
"16,75,89",16,75,89,18_liver
"16,75,90",16,75,90,18_liver
"16,75,99",16,75,99,26_thyroid
"16,75,100",16,75,100,26_thyroid
"16,75,101",16,75,101,26_thyroid
"16,75,102",16,75,102,26_thyroid
"16,75,103",16,75,103,26_thyroid
"16,75,104",16,75,104,26_thyroid
"16,75,105",16,75,105,26_thyroid
"16,75,106",16,75,106,26_thyroid
"16,75,107",16,75,107,26_thyroid
"16,75,112",16,75,112,26_thyroid
"16,75,113",16,75,113,26_thyroid
"16,75,114",16,75,114,26_thyroid
"16,75,115",16,75,115,26_thyroid
"16,75,116",16,75,116,26_thyroid
"16,75,117",16,75,117,26_thyroid
"16,75,118",16,75,118,26_thyroid
"16,75,119",16,75,119,26_thyroid
"16,75,120",16,75,120,26_thyroid
"16,75,121",16,75,121,26_thyroid
"16,75,122",16,75,122,26_thyroid
"16,75,123",16,75,123,26_thyroid
"16,75,124",16,75,124,26_thyroid
"16,75,125",16,75,125,26_thyroid
"16,75,126",16,75,126,26_thyroid
"16,75,127",16,75,127,26_thyroid
"16,75,128",16,75,128,26_thyroid
"16,75,129",16,75,129,26_thyroid
"16,75,165",16,75,165,41_dedifferentiated_liposarcoma
"16,75,166",16,75,166,41_dedifferentiated_liposarcoma
"16,75,167",16,75,167,41_dedifferentiated_liposarcoma
"16,75,168",16,75,168,41_dedifferentiated_liposarcoma
"16,75,169",16,75,169,41_dedifferentiated_liposarcoma
"16,75,170",16,75,170,41_dedifferentiated_liposarcoma
"16,75,171",16,75,171,41_dedifferentiated_liposarcoma
"16,75,172",16,75,172,41_dedifferentiated_liposarcoma
"16,75,173",16,75,173,41_dedifferentiated_liposarcoma
"16,75,174",16,75,174,41_dedifferentiated_liposarcoma
"16,75,175",16,75,175,41_dedifferentiated_liposarcoma
"16,76,47",16,76,47,11_uterine_cervix
"16,76,48",16,76,48,11_uterine_cervix
"16,76,49",16,76,49,11_uterine_cervix
"16,76,50",16,76,50,11_uterine_cervix
"16,76,51",16,76,51,11_uterine_cervix
"16,76,52",16,76,52,11_uterine_cervix
"16,76,53",16,76,53,11_uterine_cervix
"16,76,54",16,76,54,11_uterine_cervix
"16,76,55",16,76,55,11_uterine_cervix
"16,76,56",16,76,56,11_uterine_cervix
"16,76,57",16,76,57,11_uterine_cervix
"16,76,58",16,76,58,11_uterine_cervix
"16,76,74",16,76,74,18_liver
"16,76,75",16,76,75,18_liver
"16,76,76",16,76,76,18_liver
"16,76,77",16,76,77,18_liver
"16,76,78",16,76,78,18_liver
"16,76,79",16,76,79,18_liver
"16,76,80",16,76,80,18_liver
"16,76,81",16,76,81,18_liver
"16,76,82",16,76,82,18_liver
"16,76,83",16,76,83,18_liver
"16,76,84",16,76,84,18_liver
"16,76,85",16,76,85,18_liver
"16,76,86",16,76,86,18_liver
"16,76,87",16,76,87,18_liver
"16,76,88",16,76,88,18_liver
"16,76,89",16,76,89,18_liver
"16,76,90",16,76,90,18_liver
"16,76,99",16,76,99,26_thyroid
"16,76,100",16,76,100,26_thyroid
"16,76,101",16,76,101,26_thyroid
"16,76,102",16,76,102,26_thyroid
"16,76,103",16,76,103,26_thyroid
"16,76,104",16,76,104,26_thyroid
"16,76,105",16,76,105,26_thyroid
"16,76,107",16,76,107,26_thyroid
"16,76,111",16,76,111,26_thyroid
"16,76,112",16,76,112,26_thyroid
"16,76,113",16,76,113,26_thyroid
"16,76,114",16,76,114,26_thyroid
"16,76,115",16,76,115,26_thyroid
"16,76,116",16,76,116,26_thyroid
"16,76,117",16,76,117,26_thyroid
"16,76,118",16,76,118,26_thyroid
"16,76,119",16,76,119,26_thyroid
"16,76,120",16,76,120,26_thyroid
"16,76,121",16,76,121,26_thyroid
"16,76,122",16,76,122,26_thyroid
"16,76,123",16,76,123,26_thyroid
"16,76,126",16,76,126,26_thyroid
"16,76,127",16,76,127,26_thyroid
"16,76,128",16,76,128,26_thyroid
"16,76,129",16,76,129,26_thyroid
"16,76,164",16,76,164,41_dedifferentiated_liposarcoma
"16,76,165",16,76,165,41_dedifferentiated_liposarcoma
"16,76,166",16,76,166,41_dedifferentiated_liposarcoma
"16,76,167",16,76,167,41_dedifferentiated_liposarcoma
"16,76,168",16,76,168,41_dedifferentiated_liposarcoma
"16,76,169",16,76,169,41_dedifferentiated_liposarcoma
"16,76,170",16,76,170,41_dedifferentiated_liposarcoma
"16,76,171",16,76,171,41_dedifferentiated_liposarcoma
"16,76,172",16,76,172,41_dedifferentiated_liposarcoma
"16,76,173",16,76,173,41_dedifferentiated_liposarcoma
"16,76,174",16,76,174,41_dedifferentiated_liposarcoma
"16,76,175",16,76,175,41_dedifferentiated_liposarcoma
"16,76,176",16,76,176,41_dedifferentiated_liposarcoma
"16,76,177",16,76,177,41_dedifferentiated_liposarcoma
"16,77,46",16,77,46,11_uterine_cervix
"16,77,47",16,77,47,11_uterine_cervix
"16,77,48",16,77,48,11_uterine_cervix
"16,77,49",16,77,49,11_uterine_cervix
"16,77,50",16,77,50,11_uterine_cervix
"16,77,51",16,77,51,11_uterine_cervix
"16,77,52",16,77,52,11_uterine_cervix
"16,77,53",16,77,53,11_uterine_cervix
"16,77,54",16,77,54,11_uterine_cervix
"16,77,55",16,77,55,11_uterine_cervix
"16,77,56",16,77,56,11_uterine_cervix
"16,77,57",16,77,57,11_uterine_cervix
"16,77,58",16,77,58,11_uterine_cervix
"16,77,59",16,77,59,11_uterine_cervix
"16,77,73",16,77,73,18_liver
"16,77,74",16,77,74,18_liver
"16,77,75",16,77,75,18_liver
"16,77,76",16,77,76,18_liver
"16,77,77",16,77,77,18_liver
"16,77,78",16,77,78,18_liver
"16,77,79",16,77,79,18_liver
"16,77,80",16,77,80,18_liver
"16,77,81",16,77,81,18_liver
"16,77,82",16,77,82,18_liver
"16,77,83",16,77,83,18_liver
"16,77,84",16,77,84,18_liver
"16,77,85",16,77,85,18_liver
"16,77,86",16,77,86,18_liver
"16,77,87",16,77,87,18_liver
"16,77,88",16,77,88,18_liver
"16,77,89",16,77,89,18_liver
"16,77,90",16,77,90,18_liver
"16,77,91",16,77,91,18_liver
"16,77,98",16,77,98,26_thyroid
"16,77,99",16,77,99,26_thyroid
"16,77,100",16,77,100,26_thyroid
"16,77,101",16,77,101,26_thyroid
"16,77,102",16,77,102,26_thyroid
"16,77,103",16,77,103,26_thyroid
"16,77,104",16,77,104,26_thyroid
"16,77,105",16,77,105,26_thyroid
"16,77,106",16,77,106,26_thyroid
"16,77,107",16,77,107,26_thyroid
"16,77,110",16,77,110,26_thyroid
"16,77,111",16,77,111,26_thyroid
"16,77,112",16,77,112,26_thyroid
"16,77,113",16,77,113,26_thyroid
"16,77,114",16,77,114,26_thyroid
"16,77,115",16,77,115,26_thyroid
"16,77,116",16,77,116,26_thyroid
"16,77,117",16,77,117,26_thyroid
"16,77,118",16,77,118,26_thyroid
"16,77,119",16,77,119,26_thyroid
"16,77,120",16,77,120,26_thyroid
"16,77,121",16,77,121,26_thyroid
"16,77,122",16,77,122,26_thyroid
"16,77,123",16,77,123,26_thyroid
"16,77,126",16,77,126,26_thyroid
"16,77,127",16,77,127,26_thyroid
"16,77,128",16,77,128,26_thyroid
"16,77,129",16,77,129,26_thyroid
"16,77,130",16,77,130,26_thyroid
"16,77,163",16,77,163,41_dedifferentiated_liposarcoma
"16,77,164",16,77,164,41_dedifferentiated_liposarcoma
"16,77,165",16,77,165,41_dedifferentiated_liposarcoma
"16,77,166",16,77,166,41_dedifferentiated_liposarcoma
"16,77,167",16,77,167,41_dedifferentiated_liposarcoma
"16,77,168",16,77,168,41_dedifferentiated_liposarcoma
"16,77,169",16,77,169,41_dedifferentiated_liposarcoma
"16,77,170",16,77,170,41_dedifferentiated_liposarcoma
"16,77,171",16,77,171,41_dedifferentiated_liposarcoma
"16,77,172",16,77,172,41_dedifferentiated_liposarcoma
"16,77,173",16,77,173,41_dedifferentiated_liposarcoma
"16,77,174",16,77,174,41_dedifferentiated_liposarcoma
"16,77,175",16,77,175,41_dedifferentiated_liposarcoma
"16,77,176",16,77,176,41_dedifferentiated_liposarcoma
"16,77,177",16,77,177,41_dedifferentiated_liposarcoma
"16,77,178",16,77,178,41_dedifferentiated_liposarcoma
"16,78,45",16,78,45,11_uterine_cervix
"16,78,46",16,78,46,11_uterine_cervix
"16,78,47",16,78,47,11_uterine_cervix
"16,78,48",16,78,48,11_uterine_cervix
"16,78,49",16,78,49,11_uterine_cervix
"16,78,50",16,78,50,11_uterine_cervix
"16,78,51",16,78,51,11_uterine_cervix
"16,78,52",16,78,52,11_uterine_cervix
"16,78,53",16,78,53,11_uterine_cervix
"16,78,54",16,78,54,11_uterine_cervix
"16,78,55",16,78,55,11_uterine_cervix
"16,78,56",16,78,56,11_uterine_cervix
"16,78,57",16,78,57,11_uterine_cervix
"16,78,58",16,78,58,11_uterine_cervix
"16,78,59",16,78,59,11_uterine_cervix
"16,78,72",16,78,72,18_liver
"16,78,73",16,78,73,18_liver
"16,78,74",16,78,74,18_liver
"16,78,75",16,78,75,18_liver
"16,78,76",16,78,76,18_liver
"16,78,77",16,78,77,18_liver
"16,78,78",16,78,78,18_liver
"16,78,79",16,78,79,18_liver
"16,78,80",16,78,80,18_liver
"16,78,81",16,78,81,18_liver
"16,78,82",16,78,82,18_liver
"16,78,83",16,78,83,18_liver
"16,78,84",16,78,84,18_liver
"16,78,85",16,78,85,18_liver
"16,78,86",16,78,86,18_liver
"16,78,87",16,78,87,18_liver
"16,78,88",16,78,88,18_liver
"16,78,89",16,78,89,18_liver
"16,78,90",16,78,90,18_liver
"16,78,91",16,78,91,18_liver
"16,78,92",16,78,92,18_liver
"16,78,99",16,78,99,26_thyroid
"16,78,100",16,78,100,26_thyroid
"16,78,101",16,78,101,26_thyroid
"16,78,102",16,78,102,26_thyroid
"16,78,103",16,78,103,26_thyroid
"16,78,104",16,78,104,26_thyroid
"16,78,105",16,78,105,26_thyroid
"16,78,106",16,78,106,26_thyroid
"16,78,107",16,78,107,26_thyroid
"16,78,108",16,78,108,26_thyroid
"16,78,110",16,78,110,26_thyroid
"16,78,111",16,78,111,26_thyroid
"16,78,112",16,78,112,26_thyroid
"16,78,113",16,78,113,26_thyroid
"16,78,114",16,78,114,26_thyroid
"16,78,115",16,78,115,26_thyroid
"16,78,116",16,78,116,26_thyroid
"16,78,117",16,78,117,26_thyroid
"16,78,118",16,78,118,26_thyroid
"16,78,119",16,78,119,26_thyroid
"16,78,120",16,78,120,26_thyroid
"16,78,121",16,78,121,26_thyroid
"16,78,122",16,78,122,26_thyroid
"16,78,123",16,78,123,26_thyroid
"16,78,126",16,78,126,26_thyroid
"16,78,127",16,78,127,26_thyroid
"16,78,128",16,78,128,26_thyroid
"16,78,129",16,78,129,26_thyroid
"16,78,130",16,78,130,26_thyroid
"16,78,131",16,78,131,26_thyroid
"16,78,162",16,78,162,41_dedifferentiated_liposarcoma
"16,78,163",16,78,163,41_dedifferentiated_liposarcoma
"16,78,164",16,78,164,41_dedifferentiated_liposarcoma
"16,78,165",16,78,165,41_dedifferentiated_liposarcoma
"16,78,166",16,78,166,41_dedifferentiated_liposarcoma
"16,78,167",16,78,167,41_dedifferentiated_liposarcoma
"16,78,168",16,78,168,41_dedifferentiated_liposarcoma
"16,78,169",16,78,169,41_dedifferentiated_liposarcoma
"16,78,170",16,78,170,41_dedifferentiated_liposarcoma
"16,78,171",16,78,171,41_dedifferentiated_liposarcoma
"16,78,172",16,78,172,41_dedifferentiated_liposarcoma
"16,78,173",16,78,173,41_dedifferentiated_liposarcoma
"16,78,174",16,78,174,41_dedifferentiated_liposarcoma
"16,78,175",16,78,175,41_dedifferentiated_liposarcoma
"16,78,176",16,78,176,41_dedifferentiated_liposarcoma
"16,78,177",16,78,177,41_dedifferentiated_liposarcoma
"16,78,178",16,78,178,41_dedifferentiated_liposarcoma
"16,78,179",16,78,179,41_dedifferentiated_liposarcoma
"16,79,44",16,79,44,11_uterine_cervix
"16,79,45",16,79,45,11_uterine_cervix
"16,79,46",16,79,46,11_uterine_cervix
"16,79,47",16,79,47,11_uterine_cervix
"16,79,48",16,79,48,11_uterine_cervix
"16,79,49",16,79,49,11_uterine_cervix
"16,79,50",16,79,50,11_uterine_cervix
"16,79,51",16,79,51,11_uterine_cervix
"16,79,52",16,79,52,11_uterine_cervix
"16,79,53",16,79,53,11_uterine_cervix
"16,79,54",16,79,54,11_uterine_cervix
"16,79,55",16,79,55,11_uterine_cervix
"16,79,56",16,79,56,11_uterine_cervix
"16,79,57",16,79,57,11_uterine_cervix
"16,79,58",16,79,58,11_uterine_cervix
"16,79,59",16,79,59,11_uterine_cervix
"16,79,72",16,79,72,18_liver
"16,79,73",16,79,73,18_liver
"16,79,74",16,79,74,18_liver
"16,79,75",16,79,75,18_liver
"16,79,76",16,79,76,18_liver
"16,79,77",16,79,77,18_liver
"16,79,78",16,79,78,18_liver
"16,79,79",16,79,79,18_liver
"16,79,80",16,79,80,18_liver
"16,79,81",16,79,81,18_liver
"16,79,82",16,79,82,18_liver
"16,79,83",16,79,83,18_liver
"16,79,84",16,79,84,18_liver
"16,79,85",16,79,85,18_liver
"16,79,86",16,79,86,18_liver
"16,79,87",16,79,87,18_liver
"16,79,88",16,79,88,18_liver
"16,79,89",16,79,89,18_liver
"16,79,90",16,79,90,18_liver
"16,79,91",16,79,91,18_liver
"16,79,92",16,79,92,18_liver
"16,79,98",16,79,98,26_thyroid
"16,79,99",16,79,99,26_thyroid
"16,79,100",16,79,100,26_thyroid
"16,79,101",16,79,101,26_thyroid
"16,79,102",16,79,102,26_thyroid
"16,79,103",16,79,103,26_thyroid
"16,79,104",16,79,104,26_thyroid
"16,79,105",16,79,105,26_thyroid
"16,79,106",16,79,106,26_thyroid
"16,79,107",16,79,107,26_thyroid
"16,79,110",16,79,110,26_thyroid
"16,79,111",16,79,111,26_thyroid
"16,79,112",16,79,112,26_thyroid
"16,79,114",16,79,114,26_thyroid
"16,79,115",16,79,115,26_thyroid
"16,79,116",16,79,116,26_thyroid
"16,79,117",16,79,117,26_thyroid
"16,79,118",16,79,118,26_thyroid
"16,79,119",16,79,119,26_thyroid
"16,79,120",16,79,120,26_thyroid
"16,79,121",16,79,121,26_thyroid
"16,79,122",16,79,122,26_thyroid
"16,79,123",16,79,123,26_thyroid
"16,79,124",16,79,124,26_thyroid
"16,79,125",16,79,125,26_thyroid
"16,79,126",16,79,126,26_thyroid
"16,79,127",16,79,127,26_thyroid
"16,79,128",16,79,128,26_thyroid
"16,79,129",16,79,129,26_thyroid
"16,79,130",16,79,130,26_thyroid
"16,79,131",16,79,131,26_thyroid
"16,79,161",16,79,161,41_dedifferentiated_liposarcoma
"16,79,162",16,79,162,41_dedifferentiated_liposarcoma
"16,79,163",16,79,163,41_dedifferentiated_liposarcoma
"16,79,164",16,79,164,41_dedifferentiated_liposarcoma
"16,79,165",16,79,165,41_dedifferentiated_liposarcoma
"16,79,166",16,79,166,41_dedifferentiated_liposarcoma
"16,79,167",16,79,167,41_dedifferentiated_liposarcoma
"16,79,168",16,79,168,41_dedifferentiated_liposarcoma
"16,79,169",16,79,169,41_dedifferentiated_liposarcoma
"16,79,170",16,79,170,41_dedifferentiated_liposarcoma
"16,79,171",16,79,171,41_dedifferentiated_liposarcoma
"16,79,172",16,79,172,41_dedifferentiated_liposarcoma
"16,79,173",16,79,173,41_dedifferentiated_liposarcoma
"16,79,174",16,79,174,41_dedifferentiated_liposarcoma
"16,79,175",16,79,175,41_dedifferentiated_liposarcoma
"16,79,176",16,79,176,41_dedifferentiated_liposarcoma
"16,79,177",16,79,177,41_dedifferentiated_liposarcoma
"16,79,178",16,79,178,41_dedifferentiated_liposarcoma
"16,79,179",16,79,179,41_dedifferentiated_liposarcoma
"16,79,180",16,79,180,41_dedifferentiated_liposarcoma
"16,80,44",16,80,44,11_uterine_cervix
"16,80,45",16,80,45,11_uterine_cervix
"16,80,46",16,80,46,11_uterine_cervix
"16,80,47",16,80,47,11_uterine_cervix
"16,80,48",16,80,48,11_uterine_cervix
"16,80,49",16,80,49,11_uterine_cervix
"16,80,50",16,80,50,11_uterine_cervix
"16,80,51",16,80,51,11_uterine_cervix
"16,80,52",16,80,52,11_uterine_cervix
"16,80,53",16,80,53,11_uterine_cervix
"16,80,54",16,80,54,11_uterine_cervix
"16,80,55",16,80,55,11_uterine_cervix
"16,80,56",16,80,56,11_uterine_cervix
"16,80,57",16,80,57,11_uterine_cervix
"16,80,58",16,80,58,11_uterine_cervix
"16,80,59",16,80,59,11_uterine_cervix
"16,80,60",16,80,60,11_uterine_cervix
"16,80,71",16,80,71,18_liver
"16,80,72",16,80,72,18_liver
"16,80,73",16,80,73,18_liver
"16,80,74",16,80,74,18_liver
"16,80,75",16,80,75,18_liver
"16,80,76",16,80,76,18_liver
"16,80,77",16,80,77,18_liver
"16,80,78",16,80,78,18_liver
"16,80,79",16,80,79,18_liver
"16,80,80",16,80,80,18_liver
"16,80,81",16,80,81,18_liver
"16,80,82",16,80,82,18_liver
"16,80,83",16,80,83,18_liver
"16,80,84",16,80,84,18_liver
"16,80,85",16,80,85,18_liver
"16,80,86",16,80,86,18_liver
"16,80,87",16,80,87,18_liver
"16,80,88",16,80,88,18_liver
"16,80,89",16,80,89,18_liver
"16,80,90",16,80,90,18_liver
"16,80,91",16,80,91,18_liver
"16,80,92",16,80,92,18_liver
"16,80,93",16,80,93,18_liver
"16,80,98",16,80,98,26_thyroid
"16,80,99",16,80,99,26_thyroid
"16,80,100",16,80,100,26_thyroid
"16,80,101",16,80,101,26_thyroid
"16,80,102",16,80,102,26_thyroid
"16,80,103",16,80,103,26_thyroid
"16,80,105",16,80,105,26_thyroid
"16,80,106",16,80,106,26_thyroid
"16,80,107",16,80,107,26_thyroid
"16,80,110",16,80,110,26_thyroid
"16,80,112",16,80,112,26_thyroid
"16,80,113",16,80,113,26_thyroid
"16,80,114",16,80,114,26_thyroid
"16,80,115",16,80,115,26_thyroid
"16,80,117",16,80,117,26_thyroid
"16,80,118",16,80,118,26_thyroid
"16,80,119",16,80,119,26_thyroid
"16,80,120",16,80,120,26_thyroid
"16,80,121",16,80,121,26_thyroid
"16,80,122",16,80,122,26_thyroid
"16,80,123",16,80,123,26_thyroid
"16,80,124",16,80,124,26_thyroid
"16,80,125",16,80,125,26_thyroid
"16,80,126",16,80,126,26_thyroid
"16,80,127",16,80,127,26_thyroid
"16,80,128",16,80,128,26_thyroid
"16,80,129",16,80,129,26_thyroid
"16,80,130",16,80,130,26_thyroid
"16,80,131",16,80,131,26_thyroid
"16,80,132",16,80,132,26_thyroid
"16,80,161",16,80,161,41_dedifferentiated_liposarcoma
"16,80,162",16,80,162,41_dedifferentiated_liposarcoma
"16,80,163",16,80,163,41_dedifferentiated_liposarcoma
"16,80,164",16,80,164,41_dedifferentiated_liposarcoma
"16,80,165",16,80,165,41_dedifferentiated_liposarcoma
"16,80,166",16,80,166,41_dedifferentiated_liposarcoma
"16,80,167",16,80,167,41_dedifferentiated_liposarcoma
"16,80,168",16,80,168,41_dedifferentiated_liposarcoma
"16,80,169",16,80,169,41_dedifferentiated_liposarcoma
"16,80,170",16,80,170,41_dedifferentiated_liposarcoma
"16,80,171",16,80,171,41_dedifferentiated_liposarcoma
"16,80,172",16,80,172,41_dedifferentiated_liposarcoma
"16,80,173",16,80,173,41_dedifferentiated_liposarcoma
"16,80,174",16,80,174,41_dedifferentiated_liposarcoma
"16,80,175",16,80,175,41_dedifferentiated_liposarcoma
"16,80,176",16,80,176,41_dedifferentiated_liposarcoma
"16,80,177",16,80,177,41_dedifferentiated_liposarcoma
"16,80,178",16,80,178,41_dedifferentiated_liposarcoma
"16,80,179",16,80,179,41_dedifferentiated_liposarcoma
"16,80,180",16,80,180,41_dedifferentiated_liposarcoma
"16,81,43",16,81,43,11_uterine_cervix
"16,81,44",16,81,44,11_uterine_cervix
"16,81,45",16,81,45,11_uterine_cervix
"16,81,46",16,81,46,11_uterine_cervix
"16,81,47",16,81,47,11_uterine_cervix
"16,81,48",16,81,48,11_uterine_cervix
"16,81,49",16,81,49,11_uterine_cervix
"16,81,50",16,81,50,11_uterine_cervix
"16,81,51",16,81,51,11_uterine_cervix
"16,81,52",16,81,52,11_uterine_cervix
"16,81,53",16,81,53,11_uterine_cervix
"16,81,54",16,81,54,11_uterine_cervix
"16,81,55",16,81,55,11_uterine_cervix
"16,81,56",16,81,56,11_uterine_cervix
"16,81,57",16,81,57,11_uterine_cervix
"16,81,58",16,81,58,11_uterine_cervix
"16,81,59",16,81,59,11_uterine_cervix
"16,81,60",16,81,60,11_uterine_cervix
"16,81,71",16,81,71,18_liver
"16,81,72",16,81,72,18_liver
"16,81,73",16,81,73,18_liver
"16,81,74",16,81,74,18_liver
"16,81,75",16,81,75,18_liver
"16,81,76",16,81,76,18_liver
"16,81,77",16,81,77,18_liver
"16,81,78",16,81,78,18_liver
"16,81,79",16,81,79,18_liver
"16,81,80",16,81,80,18_liver
"16,81,81",16,81,81,18_liver
"16,81,82",16,81,82,18_liver
"16,81,83",16,81,83,18_liver
"16,81,84",16,81,84,18_liver
"16,81,85",16,81,85,18_liver
"16,81,86",16,81,86,18_liver
"16,81,87",16,81,87,18_liver
"16,81,88",16,81,88,18_liver
"16,81,89",16,81,89,18_liver
"16,81,90",16,81,90,18_liver
"16,81,91",16,81,91,18_liver
"16,81,92",16,81,92,18_liver
"16,81,93",16,81,93,18_liver
"16,81,99",16,81,99,26_thyroid
"16,81,100",16,81,100,26_thyroid
"16,81,101",16,81,101,26_thyroid
"16,81,102",16,81,102,26_thyroid
"16,81,103",16,81,103,26_thyroid
"16,81,104",16,81,104,26_thyroid
"16,81,105",16,81,105,26_thyroid
"16,81,106",16,81,106,26_thyroid
"16,81,107",16,81,107,26_thyroid
"16,81,113",16,81,113,26_thyroid
"16,81,114",16,81,114,26_thyroid
"16,81,115",16,81,115,26_thyroid
"16,81,117",16,81,117,26_thyroid
"16,81,118",16,81,118,26_thyroid
"16,81,119",16,81,119,26_thyroid
"16,81,120",16,81,120,26_thyroid
"16,81,121",16,81,121,26_thyroid
"16,81,122",16,81,122,26_thyroid
"16,81,123",16,81,123,26_thyroid
"16,81,124",16,81,124,26_thyroid
"16,81,125",16,81,125,26_thyroid
"16,81,126",16,81,126,26_thyroid
"16,81,127",16,81,127,26_thyroid
"16,81,128",16,81,128,26_thyroid
"16,81,129",16,81,129,26_thyroid
"16,81,160",16,81,160,41_dedifferentiated_liposarcoma
"16,81,161",16,81,161,41_dedifferentiated_liposarcoma
"16,81,162",16,81,162,41_dedifferentiated_liposarcoma
"16,81,163",16,81,163,41_dedifferentiated_liposarcoma
"16,81,164",16,81,164,41_dedifferentiated_liposarcoma
"16,81,165",16,81,165,41_dedifferentiated_liposarcoma
"16,81,166",16,81,166,41_dedifferentiated_liposarcoma
"16,81,167",16,81,167,41_dedifferentiated_liposarcoma
"16,81,168",16,81,168,41_dedifferentiated_liposarcoma
"16,81,169",16,81,169,41_dedifferentiated_liposarcoma
"16,81,170",16,81,170,41_dedifferentiated_liposarcoma
"16,81,171",16,81,171,41_dedifferentiated_liposarcoma
"16,81,172",16,81,172,41_dedifferentiated_liposarcoma
"16,81,173",16,81,173,41_dedifferentiated_liposarcoma
"16,81,174",16,81,174,41_dedifferentiated_liposarcoma
"16,81,175",16,81,175,41_dedifferentiated_liposarcoma
"16,81,176",16,81,176,41_dedifferentiated_liposarcoma
"16,81,177",16,81,177,41_dedifferentiated_liposarcoma
"16,81,178",16,81,178,41_dedifferentiated_liposarcoma
"16,81,179",16,81,179,41_dedifferentiated_liposarcoma
"16,81,180",16,81,180,41_dedifferentiated_liposarcoma
"16,81,181",16,81,181,41_dedifferentiated_liposarcoma
"16,82,43",16,82,43,11_uterine_cervix
"16,82,44",16,82,44,11_uterine_cervix
"16,82,45",16,82,45,11_uterine_cervix
"16,82,46",16,82,46,11_uterine_cervix
"16,82,47",16,82,47,11_uterine_cervix
"16,82,48",16,82,48,11_uterine_cervix
"16,82,49",16,82,49,11_uterine_cervix
"16,82,50",16,82,50,11_uterine_cervix
"16,82,51",16,82,51,11_uterine_cervix
"16,82,52",16,82,52,11_uterine_cervix
"16,82,53",16,82,53,11_uterine_cervix
"16,82,54",16,82,54,11_uterine_cervix
"16,82,55",16,82,55,11_uterine_cervix
"16,82,56",16,82,56,11_uterine_cervix
"16,82,57",16,82,57,11_uterine_cervix
"16,82,58",16,82,58,11_uterine_cervix
"16,82,59",16,82,59,11_uterine_cervix
"16,82,60",16,82,60,11_uterine_cervix
"16,82,61",16,82,61,11_uterine_cervix
"16,82,71",16,82,71,18_liver
